Alt,False,5031,COMM,283,CONTEST SPEAK: INTERPRETATION,1,,TBA,Korcsmaros K,,14-JAN-13,-5,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5083,COMM,304,HUMAN COMM/RATIONAL DECISIONS,3,,*,Richmond A,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5013,COMM,306,HUMAN COMM IN ORG & INSTITU,3,T R,1230 - 0145 pm,Held M,2206 (MAIN),14-JAN-13,10,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5009,COMM,308,NONVERBAL COMMUNICATION,3,,*,Held M,,14-JAN-13,-1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5010,COMM,308,NONVERBAL COMMUNICATION,3,M W,1230 - 0145 pm,Held M,2537 (MAIN),14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Alt,False,5800,COMM,397,ST: CAPSTONE SEMINAR IN COMMUN,1,F,0800 - 0900 am,Korcsmaros K,,14-JAN-13,8,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5015,COMM,404,PERSUASION THEORY & RESEARCH,3,,*,Korcsmaros K,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5645,CIT,101,PC MGMT & MAINTENANCE,5,M W,0300 - 0530 pm,Dawkins J,C123 (CAPC),14-JAN-13,12,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5647,CIT,101,PC MGMT & MAINTENANCE,5,T R,1230 - 0300 pm,Dawkins J,C123 (CAPC),14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5650,CIT,105,NETWORK FUNDAMENTALS,5,M W,0600 - 0830 pm,Dawkins J,C221 (CAPC),14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5654,CIT,106,ROUTER/ROUTING FUND (CISCO 2),5,M W,0400 - 0630 pm,Raney III M,C217 (CAPC),14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Main
,False,5771,CIT,111,WINDOWS OPERATING SYS (MCP#1),3,M T W R F,1200 - 0130 pm,Ash S,C213 (CAPC),22-JAN-13,13,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5656,CIT,114,WINDOWS OPERATING SYSTEMS,3,T R,1030 - 1200 pm,Dawkins J,C127 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5660,CIT,130,PRIN OF INFORMATION SYSTEMS,3,,*,Weaver K,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5661,CIT,130,PRIN OF INFORMATION SYSTEMS,3,,*,Weaver K,,14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5708,CIT,140,ELECTRICITY/DIG ELCTRNCS FUND,2,F,0830 - 1015 am,Thompson D,C211 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lab,False,5712,CIT,141,ELECTRC/DIG ELCTRNCS FUND LAB,1,F,1030 - 1215 pm,Thompson D,C211 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5663,CIT,206,WAN THEORY & DESIGN (CISCO 4),5,T R,0415 - 0645 pm,Rhodes D,C221 (CAPC),14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Ble,False,5664,CIT,211,NETWORK INFRASTRUCTURE (MCP),3,T R,1100 - 1215 pm,Almond C,C217 (CAPC),14-JAN-13,8,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5665,CIT,240,INTRODUCTION TO LINUX,3,M W,1230 - 0145 pm,Almond C,C217 (CAPC),14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Alt,False,5666,CIT,260,CAPSTONE PROJECT,2,T,0200 - 0300 pm,Almond C,C221 (CAPC),14-JAN-13,8,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Alt,False,5667,CIT,260L,CAPSTONE PROJECT LAB,1,T,0200 - 0300 pm,Almond C,C221 (CAPC),14-JAN-13,8,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lab,False,5668,CIT,280,PRACT COMPUTER/NETWORKING APPL,1,,TBA,Dawkins J,,14-JAN-13,23,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Ble,False,5670,CIT,330,DIR SERV INFRASTRUCTURE (MCP),3,T R,0100 - 0215 pm,Almond C,C217 (CAPC),14-JAN-13,18,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5671,CIT,340,ADVANCED LINUX NETWORKING,4,T R,0900 - 1045 am,Almond C,C217 (CAPC),14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5672,CIT,405,MULTI-LAYER SWITCHED NETWORKS,5,M W,0700 - 0930 pm,Weekley T,C217 (CAPC),14-JAN-13,17,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Stu,False,5675,CIT,460,INTERDISCIPLINARY PROJECT,3,T R,0400 - 0515 pm,Dawkins J,C123 (CAPC),14-JAN-13,22,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5752,CS,100,COMPUTER LITERACY,3,M W,1230 - 0230 pm,Bina J,C127 (CAPC),04-FEB-13,13,LATE SESSION (04-FEB-13 - 10-MAY-13),Main
E-C,False,5296,CS,101,INTRODUCTION TO COMPUTING,3,,*,Barron V,,14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5682,CS,101,INTRODUCTION TO COMPUTING,3,,*,Brown W,,14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5683,CS,101,INTRODUCTION TO COMPUTING,3,,*,Brown W,,14-JAN-13,10,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5685,CS,101,INTRODUCTION TO COMPUTING,3,,*,Marlow B,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5686,CS,101,INTRODUCTION TO COMPUTING,3,,*,Marlow B,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5687,CS,101,INTRODUCTION TO COMPUTING,3,,*,Brown W,,14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5688,CS,101,INTRODUCTION TO COMPUTING,3,,*,Hern H,,14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5689,CS,101,INTRODUCTION TO COMPUTING,3,R,0900 - 1145 am,Sams J,C204 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5690,CS,101,INTRODUCTION TO COMPUTING,3,R,0100 - 0345 pm,Sams J,C127 (CAPC),14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5691,CS,101,INTRODUCTION TO COMPUTING,3,,*,Tuell D,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5692,CS,101,INTRODUCTION TO COMPUTING,3,F,0600 - 0900 pm,Hershman L,C127 (CAPC),14-JAN-13,16,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5755,CS,101,INTRODUCTION TO COMPUTING,3,R,0400 - 0700 pm,Tuell D,C127 (CAPC),04-FEB-13,8,LATE SESSION (04-FEB-13 - 10-MAY-13),Main
,False,5770,CS,101,INTRODUCTION TO COMPUTING,3,M T W R F,0930 - 1100 am,Ash S,C213 (CAPC),22-JAN-13,13,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5347,CS,102,SPREADSHEET APPLICATIONS,3,T R,0900 - 1029 am,Thompson G,C127 (CAPC),14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5435,CS,108,EDUCATIONAL TECHNOLOGY,3,M,0400 - 0645 pm,Starkey J,1321 (MAIN),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Alt,False,5436,CS,108,EDUCATIONAL TECHNOLOGY,3,M,0700 - 0945 pm,Starkey J,1321 (MAIN),14-JAN-13,11,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5719,CS,121,COMPUTER PROGRAMMING 1,3,M W,0900 - 1030 am,Almond C,C217 (CAPC),14-JAN-13,10,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5721,CS,122,COMPUTER PROGRAMMING 2,3,M,0500 - 0800 pm,Cole L,C127 (CAPC),14-JAN-13,9,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5821,CS,297,ST:CHARAC ANIM W/3D STUDIO MAX,3,T R,0400 - 0515 pm,Underwood E,C204 (CAPC),14-JAN-13,17,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5720,CS,302,SYSTEM ANALYSIS AND DESIGN,3,,*,Smith P,,14-JAN-13,16,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5674,CS,460,SENIOR PROJECT,3,T R,0400 - 0515 pm,Dawkins J,C123 (CAPC),14-JAN-13,22,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5025,CJ,111,INTRO TO CRIMINAL JUSTICE,3,T R,0200 - 0315 pm,Roy L,2214 (MAIN),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5777,CJ,111,INTRO TO CRIMINAL JUSTICE,3,T R,0815 - 0935 am,Barker II D,PSHS (OFFCAM),22-JAN-13,18,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5020,CJ,112,CRIMINAL & CONSTITUTIONAL LAW,3,M W,0200 - 0315 pm,Barron J,1317 (MAIN),14-JAN-13,9,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5074,CJ,112,CRIMINAL & CONSTITUTIONAL LAW,3,,*,Frame A,,14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5075,CJ,121,POLICE ADMIN & SUPERVISION,3,,*,Saccenti T,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5130,CJ,121,POLICE ADMIN & SUPERVISION,3,T R,0200 - 0315 pm,Lawson A,2202 (MAIN),14-JAN-13,19,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5131,CJ,123,INTRO TO CORRECTIONS,3,M W,0930 - 1045 am,Lawson A,2317 (MAIN),14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5068,CJ,150,POLICE REPORT WRITING,3,,*,Brown D,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5069,CJ,213,PROBATION & PAROLE,3,,*,Trippett J,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5132,CJ,213,PROBATION & PAROLE,3,T R,0930 - 1045 am,Lawson A,2202 (MAIN),14-JAN-13,-2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5070,CJ,226,PENOLOGY,3,R,0700 - 0945 pm,Trippett J,2317 (MAIN),14-JAN-13,14,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5071,CJ,245,VICTIMOLOGY,3,,*,Brown D,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Alt,False,5034,CJ,291,INTERNSHIP,3,,TBA,Roy L,,14-JAN-13,-2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5072,CJ,305,INTERVIEWING & CRISIS MGMT,3,M,0700 - 0945 pm,Saccenti T,0131A (MAIN),14-JAN-13,17,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5076,CJ,312,ETHICS IN CRIMINAL JUSTICE,3,,*,DeMeyer J,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5133,CJ,312,ETHICS IN CRIMINAL JUSTICE,3,T R,1100 - 1215 pm,Lawson A,2202 (MAIN),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5023,CJ,313,CRIMINAL PROCEDURES,3,T R,1100 - 1215 pm,Barron J,2214 (MAIN),14-JAN-13,28,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5454,CJ,321,EVIDENCE COLLECTION & HANDLING,3,M W,1230 - 0145 pm,Lawson A,2318 (MAIN),14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5135,CJ,330,FIREARMS & BALLISTICS,3,W,0700 - 0945 pm,Barker II D,2202 (MAIN),14-JAN-13,21,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5077,CJ,331,CRIMINAL INVESTIGATIONS,3,,*,Bodge S,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5796,CJ,331,CRIMINAL INVESTIGATIONS,3,M W,0930 - 1045 am,DeMeyer J,0131A (MAIN),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5073,CJ,341,FINGERPRINTS & TRACE EVIDENCE,3,M,0700 - 0945 pm,Martin J,2317 (MAIN),14-JAN-13,18,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5026,CJ,355,CRIME SCENE INVESTIGATIONS,4,M W,1230 - 0200 pm,Roy L,0131A (MAIN),14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5137,CJ,375,CRIME SCENE PHOTOGRAPHY,3,T,0700 - 0945 pm,Roy L,0131A (MAIN),14-JAN-13,23,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5027,CJ,388,BLOODSTAIN PATTERNS,3,T R,0930 - 1045 am,Roy L,0131A (MAIN),14-JAN-13,14,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5858,CJ,397,ST: ADVANCED CSI MGT,4,T R,0630 - 0945 pm,Roy L,2214 (MAIN),11-MAR-13,14,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Main
Lec,False,5028,CJ,440,RESEARCH METHODS IN CJ,3,T R,1100 - 1215 pm,Roy L,0131A (MAIN),14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Alt,False,5035,CJ,460,CAPSTONE COURSE,2,,TBA,Roy L,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5933,CUL,100,FOODSERVICE SANITATION,2,M T,0800 - 0950 am,Evans E,,11-MAR-13,2,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Off-Campus Site
Lec,False,5934,CUL,101,FOOD PREPARATION 1,3,M T,1000 - 0350 pm,Evans E,,11-MAR-13,3,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Off-Campus Site
Lec,False,5935,CUL,105,INTRODUCTION TO BAKING,3,W R,0900 - 0250 pm,Evans E,,11-MAR-13,3,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Off-Campus Site
Lec,False,5936,CUL,125,NUTRITION FOR FOODSERVICE,3,F,0800 - 1050 am,Evans E,,11-MAR-13,2,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Off-Campus Site
Lec,False,5977,DAGR,111,PROFESSIONS IN AGRICULTURE,1,T R,1000 - 1200 pm,Guedes R,,11-MAR-13,20,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Main
Lec,False,5978,DAGR,112,PRINCIPLES OF SOIL SCIENCE,4,M W,1100 - 0100 pm,Guedes R,,11-MAR-13,14,SECOND HALF TERM (11-MAR-13 - 10-MAY-13),Main
,False,5765,DRAF,111,FUND OF DRAFTING USING AUTOCAD,3,M T W R F,0130 - 0300 pm,Ruble M,C202 (CAPC),22-JAN-13,9,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5356,DRAF,112,ADV DRAFTING TECHNIQUES,3,T R,1200 - 0115 pm,Underwood E,C204 (CAPC),14-JAN-13,14,FULL TERM (14-JAN-13 - 10-MAY-13),Main
,False,5763,DRAF,115,COMPUTER-AIDED DRAFTING,3,M T W R F,0800 - 0929 am,Ruble M,C202 (CAPC),22-JAN-13,4,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
,False,5764,DRAF,116,3D MODELING WITH AUTOCAD,3,M T W R F,0930 - 1100 am,Ruble M,C202 (CAPC),22-JAN-13,9,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5357,DRAF,122,FUNDAMENTALS OF 3D STUDIO MAX,3,T R,0200 - 0315 pm,Underwood E,C204 (CAPC),14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5359,DRAF,220,FUND OF MICROSTATION WITH 3D,3,M W,1200 - 0115 pm,Underwood E,C204 (CAPC),14-JAN-13,14,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5360,DRAF,226,3D PARAMETRIC MODEL W/INVENTOR,3,M W,0200 - 0315 pm,Underwood E,C204 (CAPC),14-JAN-13,14,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5358,DRAF,228,3D ARCHITECTURAL DRAFTING,3,M W,0400 - 0515 pm,Underwood E,C204 (CAPC),14-JAN-13,13,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lab,False,5808,DRAF,260,ENGR TECH - DRAFTING CAPSTONE,1,M,0900 - 1015 am,Underwood E,C204 (CAPC),14-JAN-13,16,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5484,ECON,201,MICROECONOMICS,3,M W,1230 - 0145 pm,Holland J,1330 (MAIN),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5485,ECON,201,MICROECONOMICS,3,M,0400 - 0645 pm,Holland J,1326 (MAIN),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5506,ECON,201,MICROECONOMICS,3,,*,Sarkarat S,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5608,ECON,201,MICROECONOMICS,3,M,0700 - 0945 pm,Tamburini T,1326 (MAIN),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5508,ECON,202,MACROECONOMICS,3,M W,0930 - 1045 am,Sarkarat S,1326 (MAIN),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5510,ECON,202,MACROECONOMICS,3,,*,Sarkarat S,,14-JAN-13,-3,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5609,ECON,202,MACROECONOMICS,3,T,0700 - 0945 pm,Tamburini T,2215 (MAIN),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
E-C,False,5513,ECON,320,MANAGERIAL ECONOMICS,3,,*,Sarkarat S,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
E-C,False,5514,ECON,331,FINANCIAL ECONOMICS,3,,*,Sarkarat S,,14-JAN-13,-2,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5140,EDUC,100,INTRO TO TEACHER EDUCATION,2,M,0200 - 0345 pm,Boso G,1321 (MAIN),14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5141,EDUC,100,INTRO TO TEACHER EDUCATION,2,W,0200 - 0345 pm,Boso G,1321 (MAIN),14-JAN-13,11,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5142,EDUC,200,INTRO TO EXCEPTIONAL CHILDREN,3,M W,0930 - 1045 am,Metz J,1329 (MAIN),14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5143,EDUC,200,INTRO TO EXCEPTIONAL CHILDREN,3,R,0700 - 0945 pm,Metz J,1329 (MAIN),14-JAN-13,8,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5144,EDUC,230,COOPERATIVE DISCIPLINE,3,W,0725 - 1025 am,Stull R,1321 (MAIN),14-JAN-13,10,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
E-C,False,5145,EDUC,250,INTRO TO EARLY EDUCATION,3,,*,Blick J,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Online or Blended
Lec,False,5361,EDUC,255,LANG ARTS & EMERGENT LITERACY,3,T,0400 - 0645 pm,Stephens L,1321 (MAIN),14-JAN-13,9,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5146,EDUC,300,THEORIES OF LEARNING,3,T R,1100 - 1215 pm,Spivy M,1321 (MAIN),14-JAN-13,7,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Alt,False,5855,EDUC,300,THEORIES OF LEARNING,3,W,0700 - 0945 pm,Spivy M,1321 (MAIN),16-JAN-13 <br> (27-FEB-13) <br> (10-APR-13) <br> (08-MAY-13),3,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5149,EDUC,315,ART STRATEGIES,3,R,0600 - 0845 pm,Cox S,2305 (MAIN),14-JAN-13,-1,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5150,EDUC,316,MUSIC STRATEGIES,3,T,0700 - 0945 pm,Fling M,NEAL (OFFCAM),14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Lec,False,5151,EDUC,320,EDUCATIONAL ASSESSMENT,3,M W,1230 - 0145 pm,Spivy M,1321 (MAIN),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lec,False,5153,EDUC,330,CLASSROOM MANAGEMENT,3,T R,1230 - 0145 pm,Lancaster D,1321 (MAIN),14-JAN-13,-2,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lab,False,5154,EDUC,330L,CLASSROOM MANAGEMENT PRACTICUM,0,F,0730 - 1045 am,Lancaster D,1321 (MAIN),14-JAN-13,-2,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Lec,False,5155,EDUC,401,EARLY CHILD & MID SCHOL CURRIC,3,T,0800 - 1045 am,Lancaster D,1321 (MAIN),14-JAN-13,11,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Fie,False,5156,EDUC,401L,CURRICULUM PRACTICUM,0,R,0800 - 1045 am,Lancaster D,1321 (MAIN),14-JAN-13,11,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5157,EDUC,403,STUDENT TEACHING- EARLY EDUC,5,M T W R F,0800 - 0400 pm,Wolfe A,,14-JAN-13,-1,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5867,EDUC,403,STUDENT TEACHING- EARLY EDUC,5,M T W R F,0800 - 0400 pm,Shook K,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5883,EDUC,403,STUDENT TEACHING- EARLY EDUC,5,M T W R F,0800 - 0400 pm,Wolfe A,,14-JAN-13,1,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5158,EDUC,404,STUDENT TEACHING K-3,5,M T W R F,0800 - 0400 pm,Keaton L,,14-JAN-13,20,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5865,EDUC,404,STUDENT TEACHING K-3,5,M T W R F,0800 - 0400 pm,Gissy C,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5866,EDUC,404,STUDENT TEACHING K-3,5,M T W R F,0800 - 0400 pm,Stull R,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5868,EDUC,404,STUDENT TEACHING K-3,5,M T W R F,0800 - 0400 pm,Noland J,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5159,EDUC,405,STU TEACHING - SCIENCE 5-9,5,M T W R F,0800 - 0400 pm,Adair B,,14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5160,EDUC,406,STUDENT TEACHING IN MATH 5-9,5,M T W R F,0800 - 0400 pm,Adair B,,14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5882,EDUC,406,STUDENT TEACHING IN MATH 5-9,5,M T W R F,0800 - 0400 pm,Gissy C,,14-JAN-13,5,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5161,EDUC,408,STUDENT TEACHING 4-6,5,M T W R F,0800 - 0400 pm,Keaton L,,14-JAN-13,22,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5861,EDUC,408,STUDENT TEACHING 4-6,5,M T W R F,0800 - 0400 pm,Stull R,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5862,EDUC,408,STUDENT TEACHING 4-6,5,M T W R F,0800 - 0400 pm,Noland J,,14-JAN-13,3,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5863,EDUC,408,STUDENT TEACHING 4-6,5,M T W R F,0800 - 0400 pm,Shook K,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5864,EDUC,408,STUDENT TEACHING 4-6,5,M T W R F,0800 - 0400 pm,Gissy C,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5162,EDUC,409,STU TCHNG SOC STUDIES 5-9,5,M T W R F,0800 - 0400 pm,Boso G,,14-JAN-13,-1,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Stu,False,5879,EDUC,409,STU TCHNG SOC STUDIES 5-9,5,M T W R F,0800 - 0400 pm,Keaton L,,14-JAN-13,4,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Sem,False,5164,EDUC,410,STUDENT TEACHING SEMINAR,2,W,0430 - 0630 pm,Spivy M,1321 (MAIN),14-JAN-13,10,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Stu,False,5163,EDUC,411,STUDENT TEACHING MATH K-4,5,M T W R F,0800 - 0400 pm,Gissy C,,14-JAN-13,2,FULL TERM (14-JAN-13 - 10-MAY-13),Off-Campus Site
Lec,False,5706,ELEC,101,ELECTRICAL & ELECTRONIC FUND,2,F,0830 - 1015 am,Thompson D,C211 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
Lab,False,5710,ELEC,101L,ELECTRICAL&ELECTRONIC FUND LAB,1,F,1030 - 1215 pm,Thompson D,C211 (CAPC),14-JAN-13,0,FULL TERM (14-JAN-13 - 10-MAY-13),Main
,False,5768,ELEC,103,ELECTRICAL & INSTRUMENTATION 2,3,M T W R F,0130 - 0300 pm,Richards R,C121 (CAPC),22-JAN-13,14,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
,False,5767,ELEC,116,RES/COMM ELECTRICAL 2,3,M T W R F,1200 - 0129 pm,Richards R,C121 (CAPC),22-JAN-13,14,LATE SEMESTER (High School) (22-JAN-13 - 10-MAY-13),High School Campus
Lec,False,5818,ELEC,118,RES/COMM ELECTRICAL 4,4,M W,0600 - 0900 pm,Caplinger Jr R,C119 (CAPC),14-JAN-13,6,FULL TERM (14-JAN-13 - 10-MAY-13),Main
